DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Minas Gerais
Casos Prováveis por Município de residência e Mês 1º Sintoma(s)
Período:2023
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"313010 IGARAPE";14;28;153;257;131;23;7;14;33;64;291;664;1679
"313020 IGARATINGA";5;8;21;36;75;30;10;24;4;7;11;11;242
"313030 IGUATAMA";-;1;7;15;7;1;-;-;-;1;2;-;34
"313040 IJACI";-;9;126;280;124;14;4;-;-;-;-;-;557
"313050 ILICINEA";1;13;195;299;166;31;2;-;-;-;-;-;707
"313055 IMBE DE MINAS";-;4;22;-;-;-;1;-;-;-;-;-;27
"313060 INCONFIDENTES";1;-;-;1;1;-;-;-;-;2;43;88;136
"313065 INDAIABIRA";-;1;-;-;1;-;-;-;-;1;-;4;7
"313070 INDIANOPOLIS";5;14;83;70;37;2;-;-;-;-;-;-;211
"313080 INGAI";-;1;21;76;34;-;-;-;-;-;-;-;132
"313090 INHAPIM";8;27;150;132;76;12;4;1;3;4;3;16;436
"313100 INHAUMA";1;-;34;50;15;-;3;-;2;3;2;5;115
"313110 INIMUTABA";1;59;99;38;43;4;1;2;29;20;22;40;358
"313115 IPABA";17;120;302;221;144;61;13;2;2;1;2;4;889
"313120 IPANEMA";1;4;5;5;4;6;-;-;-;-;-;-;25
"313130 IPATINGA";255;749;2535;2839;2245;994;333;165;132;259;523;945;11974
"313140 IPIACU";31;97;20;15;1;1;1;2;-;-;1;-;169
"313150 IPUIUNA";-;-;-;-;-;-;-;-;-;-;-;-;-
"313160 IRAI DE MINAS";-;-;68;154;67;13;-;-;-;-;3;1;306
"313170 ITABIRA";10;10;73;261;318;184;43;19;8;19;56;248;1249
"313180 ITABIRINHA";1;1;10;26;14;20;2;3;3;4;10;15;109
"313190 ITABIRITO";3;3;13;53;47;21;4;4;1;6;1;4;160
"313200 ITACAMBIRA";2;4;-;1;-;-;-;-;-;-;1;11;19
"313210 ITACARAMBI";257;70;7;1;-;-;-;-;-;-;-;-;335
"313220 ITAGUARA";3;37;120;284;59;19;-;-;-;1;1;8;532
"313230 ITAIPE";1;5;9;2;5;1;-;-;-;-;-;-;23
"313240 ITAJUBA";1;1;4;9;6;3;1;-;-;-;1;8;34
"313250 ITAMARANDIBA";2;7;5;23;15;4;1;-;-;-;2;6;65
"313260 ITAMARATI DE MINAS";1;-;2;2;13;4;1;-;1;1;10;16;51
"313270 ITAMBACURI";9;146;129;77;82;11;5;9;28;98;120;49;763
"313280 ITAMBE DO MATO DENTRO";-;-;-;-;1;-;-;-;-;-;-;2;3
"313290 ITAMOGI";-;2;18;32;17;2;2;-;-;-;-;-;73
"313300 ITAMONTE";-;-;7;10;18;-;-;-;-;-;1;1;37
"313310 ITANHANDU";-;-;5;-;1;-;-;-;-;-;-;-;6
"313320 ITANHOMI";-;3;1;3;1;2;-;-;-;-;9;63;82
"313330 ITAOBIM";17;20;3;-;-;1;1;-;-;-;-;1;43
"313340 ITAPAGIPE";1;4;23;37;92;64;17;12;2;6;4;5;267
"313350 ITAPECERICA";4;6;42;198;229;62;12;-;4;1;73;538;1169
"313360 ITAPEVA";-;27;37;12;1;-;-;-;1;1;1;-;80
"313370 ITATIAIUCU";1;7;49;168;66;17;-;1;-;2;10;47;368
"313375 ITAU DE MINAS";44;523;1202;773;81;2;4;1;5;7;8;13;2663
"313380 ITAUNA";11;44;117;197;216;99;9;11;8;15;12;35;774
"313390 ITAVERAVA";1;1;3;5;3;2;-;-;2;-;-;2;19
"313400 ITINGA";188;312;14;3;1;-;-;-;-;-;-;1;519
"313410 ITUETA";1;15;16;14;7;3;-;-;-;-;-;3;59
"313420 ITUIUTABA";352;847;1465;1348;578;92;15;3;5;4;8;11;4728
"313430 ITUMIRIM";-;-;30;33;32;1;-;-;-;-;-;-;96
"313440 ITURAMA";28;58;112;181;144;57;22;15;8;7;2;1;635
"313450 ITUTINGA";-;-;-;2;1;1;-;-;1;-;-;-;5
"313460 JABOTICATUBAS";12;31;139;92;75;18;12;5;6;1;4;14;409
"313470 JACINTO";3;2;-;-;-;-;-;-;-;-;-;-;5
"313480 JACUI";2;11;64;31;7;3;-;-;1;2;-;-;121
"313490 JACUTINGA";-;-;14;4;4;-;-;-;-;-;-;-;22
"313500 JAGUARACU";2;1;4;13;18;10;2;2;2;2;9;57;122
"313505 JAIBA";188;77;13;5;2;-;-;-;-;2;-;-;287
"313507 JAMPRUCA";-;-;11;4;5;3;-;-;-;-;1;-;24
"313510 JANAUBA";343;600;234;65;36;-;1;2;-;4;16;6;1307
"313520 JANUARIA";58;4;4;7;2;4;6;8;10;5;4;41;153
"313530 JAPARAIBA";-;-;11;2;1;1;-;-;2;1;1;-;19
"313535 JAPONVAR";80;147;260;172;85;29;17;36;47;20;11;20;924
"313540 JECEABA";2;4;41;69;41;12;4;-;-;3;1;-;177
"313545 JENIPAPO DE MINAS";6;3;-;3;-;1;-;2;1;-;10;4;30
"313550 JEQUERI";-;6;115;155;57;7;1;-;-;-;1;1;343
"313560 JEQUITAI";-;1;2;16;16;5;-;-;-;-;-;1;41
"313570 JEQUITIBA";-;2;18;104;87;11;1;-;-;1;-;-;224
"313580 JEQUITINHONHA";64;51;8;4;3;-;-;-;-;-;6;1;137
"313590 JESUANIA";-;-;-;-;-;-;-;-;-;-;-;-;-
"313600 JOAIMA";243;112;1;3;-;-;-;-;-;-;-;-;359
"313610 JOANESIA";7;13;25;35;30;23;5;1;-;1;6;12;158
"313620 JOAO MONLEVADE";16;104;645;917;843;122;40;4;8;19;7;29;2754
"313630 JOAO PINHEIRO";224;508;895;208;54;17;4;1;-;3;15;6;1935
"313640 JOAQUIM FELICIO";-;3;1;1;-;-;-;-;-;-;1;8;14
"313650 JORDANIA";6;3;3;3;-;1;-;-;-;-;-;-;16
"313652 JOSE GONCALVES DE MINAS";-;-;6;1;1;-;-;-;-;-;-;1;9
"313655 JOSE RAYDAN";1;-;-;-;2;-;-;-;-;-;-;-;3
"313657 JOSENOPOLIS";2;30;12;-;1;-;-;-;-;-;-;-;45
"313660 NOVA UNIAO";1;1;17;10;3;2;-;-;-;1;-;-;35
"313665 JUATUBA";5;57;270;369;190;45;19;8;7;5;22;80;1077
"313670 JUIZ DE FORA";17;59;241;531;434;109;23;8;6;12;25;73;1538
"313680 JURAMENTO";2;4;-;-;-;-;-;-;-;-;3;3;12
"313690 JURUAIA";1;3;7;5;8;-;-;-;-;-;-;-;24
"313695 JUVENILIA";22;51;8;1;1;-;-;-;-;-;-;-;83
"313700 LADAINHA";2;6;12;4;-;2;-;-;-;1;1;1;29
"313710 LAGAMAR";-;4;38;42;52;29;5;-;-;-;-;1;171
"313720 LAGOA DA PRATA";10;8;40;77;126;47;17;10;2;30;56;131;554
"313730 LAGOA DOS PATOS";1;13;9;5;4;1;-;-;-;-;1;-;34
"313740 LAGOA DOURADA";-;-;-;4;1;1;-;-;-;-;-;1;7
"313750 LAGOA FORMOSA";29;78;380;219;68;9;-;-;-;-;2;4;789
"313753 LAGOA GRANDE";53;368;563;199;179;99;53;36;57;54;51;6;1718
"313760 LAGOA SANTA";49;67;259;399;455;131;55;50;21;87;233;453;2259
"313770 LAJINHA";1;58;166;165;43;3;-;-;-;-;-;1;437
"313780 LAMBARI";-;-;1;13;4;1;-;-;-;-;1;13;33
"313790 LAMIM";1;-;2;3;6;4;2;-;1;1;-;4;24
"313800 LARANJAL";1;1;2;5;4;-;2;-;-;-;-;-;15
"313810 LASSANCE";3;9;29;46;8;-;-;-;-;1;4;-;100
"313820 LAVRAS";50;264;1302;1712;617;122;10;3;4;2;4;18;4108
"313830 LEANDRO FERREIRA";-;4;14;17;8;5;-;-;1;-;-;-;49
"313835 LEME DO PRADO";2;9;11;8;3;4;-;-;-;1;12;26;76
"313840 LEOPOLDINA";-;7;24;34;43;24;7;1;2;7;19;42;210
"313850 LIBERDADE";-;-;-;-;-;-;-;-;-;-;-;-;-
"313860 LIMA DUARTE";-;1;2;9;23;1;-;-;-;1;-;1;38
"313862 LIMEIRA DO OESTE";1;3;12;34;25;9;7;1;-;-;-;-;92
"313865 LONTRA";289;132;16;-;-;-;-;1;5;4;-;11;458
"313867 LUISBURGO";2;1;1;3;3;-;1;-;1;-;1;-;13
"313868 LUISLANDIA";7;34;42;19;24;17;12;11;3;-;4;3;176
"313870 LUMINARIAS";-;-;1;6;8;-;-;-;-;-;-;-;15
"313880 LUZ";-;2;2;23;98;30;3;3;2;2;3;37;205
"313890 MACHACALIS";-;-;-;1;12;23;31;11;2;2;1;1;84
"313900 MACHADO";2;5;36;75;37;9;2;-;-;1;-;2;169
"313910 MADRE DE DEUS DE MINAS";-;-;-;5;3;-;1;-;-;-;-;-;9
"313920 MALACACHETA";8;23;53;126;44;33;4;-;1;1;-;2;295
"313925 MAMONAS";1;4;7;2;2;-;-;-;-;-;-;1;17
"313930 MANGA";174;124;62;1;1;5;6;1;-;4;3;12;393
"313940 MANHUACU";18;127;1004;1577;1420;416;58;1;1;-;-;12;4634
"313950 MANHUMIRIM";1;9;234;363;273;70;10;2;2;5;3;11;983
"313960 MANTENA";3;54;189;85;66;38;25;12;15;21;45;82;635
"313970 MARAVILHAS";2;3;24;59;62;21;2;-;1;23;39;92;328
"313980 MAR DE ESPANHA";-;-;-;2;6;1;-;-;-;-;1;1;11
"313990 MARIA DA FE";-;-;7;3;1;-;-;-;-;1;-;-;12
"314000 MARIANA";11;58;481;1079;533;64;11;2;3;5;38;30;2315
"314010 MARILAC";-;2;7;3;11;19;1;-;-;-;1;-;44
"314015 MARIO CAMPOS";8;16;75;104;57;20;20;9;3;11;19;229;571
"314020 MARIPA DE MINAS";-;5;10;48;54;16;-;-;-;-;-;-;133
"314030 MARLIERIA";2;2;7;7;14;9;6;6;11;16;42;47;169
"314040 MARMELOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;1
"314050 MARTINHO CAMPOS";1;19;147;228;188;73;20;5;2;3;7;8;701
"314053 MARTINS SOARES";-;4;48;73;13;-;-;-;1;-;-;-;139
"314055 MATA VERDE";1;-;-;-;-;-;-;-;-;-;-;-;1
"314060 MATERLANDIA";3;5;72;94;50;7;2;-;-;1;2;2;238
"314070 MATEUS LEME";2;17;64;160;131;38;7;6;4;7;40;248;724
"314080 MATIAS BARBOSA";-;3;2;2;12;2;3;-;-;-;1;33;58
"314085 MATIAS CARDOSO";82;123;-;-;2;-;-;-;-;-;3;1;211
"314090 MATIPO";1;125;445;171;41;4;-;-;-;-;-;4;791
"314100 MATO VERDE";4;14;3;1;-;-;1;-;-;-;-;1;24
"314110 MATOZINHOS";4;12;45;42;26;9;5;2;-;1;7;14;167
"314120 MATUTINA";1;-;1;7;1;1;-;-;-;-;-;-;11
"314130 MEDEIROS";1;-;-;1;1;2;-;-;-;-;-;-;5
"314140 MEDINA";1;6;-;1;-;-;-;-;-;-;1;4;13
"314150 MENDES PIMENTEL";-;7;13;3;4;-;-;-;1;-;-;-;28
"314160 MERCES";-;-;13;33;47;29;4;1;-;-;-;-;127
"314170 MESQUITA";1;8;16;14;9;19;4;3;2;1;-;7;84
"314180 MINAS NOVAS";5;1;5;15;15;5;3;-;7;55;161;370;642
"314190 MINDURI";-;-;-;-;1;-;-;-;-;-;-;-;1
"314200 MIRABELA";6;19;35;24;5;6;2;-;-;-;-;-;97
"314210 MIRADOURO";9;61;304;195;85;11;2;2;2;2;2;3;678
"314220 MIRAI";2;1;21;82;66;30;4;2;-;2;6;24;240
"314225 MIRAVANIA";13;26;-;-;-;-;-;-;-;-;-;-;39
"314230 MOEDA";2;2;1;5;1;1;-;-;2;2;2;-;18
"314240 MOEMA";-;-;8;3;1;-;-;-;1;1;1;-;15
"314250 MONJOLOS";1;2;1;1;2;3;-;-;1;-;-;1;12
"314260 MONSENHOR PAULO";1;1;1;3;22;5;2;-;-;-;-;-;35
"314270 MONTALVANIA";3;14;4;4;2;-;-;-;-;1;-;-;28
"314280 MONTE ALEGRE DE MINAS";4;5;14;10;14;5;1;-;1;3;3;7;67
"314290 MONTE AZUL";19;67;21;7;4;-;-;-;2;1;1;2;124
"314300 MONTE BELO";-;1;22;31;13;4;1;-;1;6;95;182;356
"314310 MONTE CARMELO";478;1039;1667;1568;208;7;1;2;1;-;4;1;4976
"314315 MONTE FORMOSO";1;9;3;-;-;-;-;-;-;-;-;-;13
"314320 MONTE SANTO DE MINAS";2;3;15;14;39;4;2;-;-;-;1;9;89
"314330 MONTES CLAROS";1237;4465;1667;324;170;69;41;33;22;21;99;243;8391
"314340 MONTE SIAO";-;1;-;3;-;-;-;-;1;-;-;1;6
"314345 MONTEZUMA";-;2;-;-;-;-;-;-;-;-;-;1;3
"314350 MORADA NOVA DE MINAS";81;175;294;85;15;4;2;9;6;3;2;1;677
"314360 MORRO DA GARCA";-;1;-;-;-;-;-;-;-;2;27;13;43
"314370 MORRO DO PILAR";2;-;-;-;6;1;1;-;-;-;-;1;11
"314380 MUNHOZ";-;-;-;-;1;-;-;-;-;-;-;-;1
"314390 MURIAE";927;1580;2204;873;266;34;6;5;5;12;32;51;5995
"314400 MUTUM";200;234;221;70;28;3;-;-;-;-;1;1;758
"314410 MUZAMBINHO";-;2;4;8;3;-;-;-;-;-;-;-;17
"314420 NACIP RAYDAN";1;36;47;-;-;-;-;-;-;-;-;7;91
"314430 NANUQUE";75;268;425;101;46;69;43;26;3;26;27;9;1118
"314435 NAQUE";9;3;9;9;22;25;16;5;1;6;26;24;155
"314437 NATALANDIA";5;116;183;123;71;31;6;3;2;2;-;1;543
"314440 NATERCIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"314450 NAZARENO";1;-;2;4;11;4;-;-;1;-;10;33;66
"314460 NEPOMUCENO";1;2;279;526;357;38;3;1;1;-;2;2;1212
"314465 NINHEIRA";-;-;1;-;-;-;-;-;-;-;-;1;2
"314467 NOVA BELEM";-;2;16;21;5;5;-;-;-;-;-;2;51
"314470 NOVA ERA";-;-;4;21;25;12;1;1;-;1;1;10;76
"314480 NOVA LIMA";16;29;300;449;254;68;10;11;10;23;48;84;1302
"314490 NOVA MODICA";1;7;30;15;5;4;4;1;-;-;6;11;84
"314500 NOVA PONTE";2;1;17;25;41;6;2;4;3;32;59;88;280
"314505 NOVA PORTEIRINHA";34;107;32;18;8;12;-;1;1;1;3;-;217
"314510 NOVA RESENDE";-;2;11;12;5;-;1;-;-;-;-;-;31
"314520 NOVA SERRANA";101;575;2004;2978;1391;314;46;41;39;72;68;122;7751
"314530 NOVO CRUZEIRO";-;15;33;26;24;9;7;5;4;11;6;4;144
"314535 NOVO ORIENTE DE MINAS";3;22;26;35;50;24;10;5;3;1;6;10;195
"314537 NOVORIZONTE";-;7;3;3;-;-;-;-;1;-;-;-;14
"314540 OLARIA";-;-;-;1;1;-;-;-;-;-;-;-;2
"314545 OLHOS-D'AGUA";-;1;1;3;3;1;-;-;1;6;11;33;60
"314550 OLIMPIO NORONHA";-;-;-;-;-;-;-;-;-;-;-;-;-
"314560 OLIVEIRA";38;212;1511;1764;545;4;-;-;-;1;2;1;4078
"314570 OLIVEIRA FORTES";-;-;2;2;3;-;-;-;2;1;-;-;10
"314580 ONCA DE PITANGUI";1;2;29;17;12;2;-;2;-;-;-;1;66
"314585 ORATORIOS";1;31;41;6;6;1;-;-;-;-;-;-;86
"314587 ORIZANIA";-;-;7;15;84;12;-;-;-;-;-;-;118
"314590 OURO BRANCO";2;7;16;48;36;17;3;2;2;2;4;34;173
"314600 OURO FINO";4;-;5;1;-;-;-;-;-;-;1;3;14
"314610 OURO PRETO";1;4;30;83;48;7;7;2;1;2;4;18;207
"314620 OURO VERDE DE MINAS";4;1;13;5;2;-;-;1;-;-;-;1;27
"314625 PADRE CARVALHO";3;28;43;27;9;-;2;-;-;-;-;2;114
"314630 PADRE PARAISO";16;160;131;45;17;8;2;1;-;2;1;1;384
"314640 PAINEIRAS";12;58;81;10;43;-;-;-;-;-;8;6;218
"314650 PAINS";1;6;35;47;33;-;-;1;1;20;28;78;250
"314655 PAI PEDRO";16;15;12;9;5;22;8;15;5;1;-;1;109
"314660 PAIVA";-;-;-;-;-;-;-;-;-;-;-;-;-
"314670 PALMA";1;2;7;-;2;1;-;-;-;-;5;6;24
"314675 PALMOPOLIS";30;29;6;2;-;-;-;-;-;-;-;-;67
"314690 PAPAGAIOS";6;9;8;11;15;-;1;1;-;-;1;7;59
"314700 PARACATU";1332;1255;929;257;149;27;20;10;9;11;17;19;4035
"314710 PARA DE MINAS";3;38;204;383;345;133;39;2;-;3;4;53;1207
"314720 PARAGUACU";-;1;9;3;5;1;-;2;2;1;1;1;26
"314730 PARAISOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-
"314740 PARAOPEBA";15;219;495;616;254;50;7;1;-;1;3;11;1672
"314750 PASSABEM";-;1;3;2;2;1;-;-;-;-;-;-;9
"314760 PASSA QUATRO";1;3;7;4;1;-;-;-;-;-;-;-;16
"314770 PASSA TEMPO";2;3;23;41;36;7;1;-;-;-;-;-;113
"314780 PASSA VINTE";-;2;-;-;1;-;-;-;1;3;-;-;7
"314790 PASSOS";1134;3727;4707;1870;588;158;77;101;110;146;189;223;13030
"314795 PATIS";6;15;29;5;1;-;-;1;4;-;6;-;67
"314800 PATOS DE MINAS";134;397;1493;2947;1757;427;33;10;25;29;76;140;7468
"314810 PATROCINIO";88;270;864;1238;662;166;20;5;4;1;8;22;3348
"314820 PATROCINIO DO MURIAE";12;4;4;1;1;-;-;-;-;-;-;-;22
"314830 PAULA CANDIDO";-;-;4;4;2;2;-;-;-;-;-;1;13
"314840 PAULISTAS";-;-;5;1;-;-;-;-;-;-;-;-;6
"314850 PAVAO";-;17;11;14;6;2;1;1;-;-;-;1;53
"314860 PECANHA";-;-;9;28;32;16;-;-;-;-;-;-;85
"314870 PEDRA AZUL";-;1;5;1;2;1;-;-;-;-;-;-;10
"314875 PEDRA BONITA";-;-;2;1;-;-;-;-;-;-;-;-;3
"314880 PEDRA DO ANTA";-;7;113;179;83;18;2;-;-;-;-;-;402
"314890 PEDRA DO INDAIA";-;1;5;39;44;10;10;1;1;-;-;1;112
"314900 PEDRA DOURADA";1;3;1;1;-;-;-;-;1;-;2;-;9
"314910 PEDRALVA";-;-;-;-;1;1;-;-;-;-;-;-;2
"314915 PEDRAS DE MARIA DA CRUZ";10;-;-;-;-;-;-;1;-;-;2;2;15
"314920 PEDRINOPOLIS";-;3;10;33;26;11;-;2;-;3;-;-;88
"314930 PEDRO LEOPOLDO";12;10;63;119;169;31;38;16;15;9;60;79;621
"314940 PEDRO TEIXEIRA";-;-;1;1;-;1;-;-;-;-;-;-;3
"314950 PEQUERI";-;4;2;9;13;-;1;-;-;-;-;-;29
"314960 PEQUI";-;2;1;3;7;-;-;-;-;-;-;5;18
"314970 PERDIGAO";2;20;97;184;157;37;4;1;6;5;40;322;875
"314980 PERDIZES";24;93;350;640;412;65;-;1;-;-;2;-;1587
"314990 PERDOES";1;13;454;268;117;30;-;1;-;1;1;1;887
"314995 PERIQUITO";1;2;7;3;11;1;2;-;-;2;1;2;32
"315000 PESCADOR";5;5;15;9;3;-;-;-;1;-;1;1;40
"315010 PIAU";1;-;-;8;38;23;6;3;11;2;9;125;226
"315015 PIEDADE DE CARATINGA";-;4;33;38;38;6;3;1;-;-;-;-;123
"315020 PIEDADE DE PONTE NOVA";-;3;27;63;29;3;-;-;-;-;-;-;125
"315030 PIEDADE DO RIO GRANDE";-;-;3;60;135;17;3;-;-;-;-;1;219
"315040 PIEDADE DOS GERAIS";-;-;-;1;4;1;1;-;-;-;-;-;7
"315050 PIMENTA";1;7;97;216;114;24;3;-;1;3;9;71;546
"315053 PINGO-D'AGUA";18;158;215;39;6;3;18;18;20;101;172;36;804
"315057 PINTOPOLIS";1;4;12;-;-;-;-;-;-;-;-;-;17
"315060 PIRACEMA";-;-;8;41;44;7;3;2;-;1;-;-;106
"315070 PIRAJUBA";2;3;7;25;12;14;4;1;-;1;1;-;70
"315080 PIRANGA";-;-;6;11;5;2;1;-;-;-;-;-;25
"315090 PIRANGUCU";-;-;2;-;-;1;-;-;-;-;-;-;3
"315100 PIRANGUINHO";-;1;1;2;-;-;-;-;-;-;-;1;5
"315110 PIRAPETINGA";-;-;3;1;-;-;-;-;2;-;-;-;6
"315120 PIRAPORA";115;616;428;95;40;22;14;5;3;5;6;11;1360
"315130 PIRAUBA";2;7;58;38;14;8;-;-;1;2;1;1;132
"315140 PITANGUI";12;233;780;171;161;79;18;5;3;6;13;16;1497
"315150 PIUMHI";1;35;276;648;636;170;21;6;7;8;32;128;1968
"315160 PLANURA";33;30;87;184;146;43;43;69;14;12;10;17;688
"315170 POCO FUNDO";-;-;1;1;-;-;-;-;-;-;-;1;3
"315180 POCOS DE CALDAS";1;5;5;6;1;4;-;1;1;2;1;-;27
"315190 POCRANE";-;3;4;1;-;-;-;1;-;-;-;-;9
"315200 POMPEU";-;24;234;226;205;43;6;3;1;-;-;3;745
"315210 PONTE NOVA";108;947;2102;1373;606;132;23;13;14;20;12;15;5365
"315213 PONTO CHIQUE";8;24;21;12;3;7;-;-;-;1;1;1;78
"315217 PONTO DOS VOLANTES";1;3;1;-;-;-;-;-;-;-;-;-;5
"315220 PORTEIRINHA";3;34;17;11;3;4;-;1;-;-;-;-;73
"315230 PORTO FIRME";-;1;9;4;5;-;1;1;-;-;-;-;21
"315240 POTE";14;150;98;29;12;2;-;-;-;4;1;3;313
"315250 POUSO ALEGRE";6;6;48;70;45;9;8;7;4;10;1;13;227
"315260 POUSO ALTO";1;-;3;-;-;-;-;-;-;-;-;2;6
"315270 PRADOS";-;-;4;12;11;2;-;-;-;3;3;-;35
"315280 PRATA";267;236;327;213;293;121;92;30;36;22;19;33;1689
"315290 PRATAPOLIS";15;105;413;251;33;1;-;1;-;1;-;-;820
"315300 PRATINHA";1;-;-;5;5;2;-;-;-;-;-;-;13
"315310 PRESIDENTE BERNARDES";-;-;1;2;1;-;-;-;1;-;-;-;5
"315320 PRESIDENTE JUSCELINO";-;1;-;2;4;-;3;1;1;5;12;22;51
"315330 PRESIDENTE KUBITSCHEK";-;-;3;3;1;-;-;-;-;-;-;1;8
"315340 PRESIDENTE OLEGARIO";1;2;3;5;18;6;3;-;-;1;14;3;56
"315350 ALTO JEQUITIBA";1;-;30;35;15;7;1;-;-;-;-;1;90
"315360 PRUDENTE DE MORAIS";20;32;198;47;79;6;1;1;-;4;4;4;396
"315370 QUARTEL GERAL";-;3;17;12;8;5;-;-;-;5;23;18;91
"315380 QUELUZITO";1;2;3;7;9;3;-;-;1;-;-;1;27
"315390 RAPOSOS";3;5;12;35;22;5;2;3;2;4;4;11;108
"315400 RAUL SOARES";2;12;25;51;88;56;15;11;6;1;2;5;274
"315410 RECREIO";-;1;-;5;6;6;2;-;4;5;34;59;122
"315415 REDUTO";3;5;72;83;31;3;-;-;-;-;-;-;197
"315420 RESENDE COSTA";-;-;-;2;-;1;-;-;-;-;-;-;3
"315430 RESPLENDOR";19;20;27;15;13;3;8;3;4;1;2;2;117
"315440 RESSAQUINHA";-;-;-;-;-;-;-;-;-;-;-;-;-
"315445 RIACHINHO";1;17;52;24;9;6;4;4;5;3;-;-;125
"315450 RIACHO DOS MACHADOS";4;7;18;7;5;-;-;-;-;-;-;2;43
"315460 RIBEIRAO DAS NEVES";104;239;1160;1905;1353;372;109;116;100;145;232;416;6251
"315470 RIBEIRAO VERMELHO";19;63;275;217;24;1;1;-;-;-;1;-;601
"315480 RIO ACIMA";6;13;36;90;99;32;14;7;15;3;2;-;317
"315490 RIO CASCA";2;9;201;266;161;39;11;2;-;-;-;1;692
"315500 RIO DOCE";-;4;32;9;5;-;-;-;-;-;-;-;50
"315510 RIO DO PRADO";79;6;1;-;-;-;-;-;-;-;-;-;86
"315520 RIO ESPERA";-;-;-;-;1;-;-;-;-;-;-;-;1
"315530 RIO MANSO";-;2;2;6;1;2;-;-;-;-;-;2;15
"315540 RIO NOVO";-;1;5;4;5;2;3;-;-;-;1;1;22
"315550 RIO PARANAIBA";2;3;66;61;57;24;3;1;-;-;-;1;218
"315560 RIO PARDO DE MINAS";2;1;3;7;1;-;-;-;-;1;-;2;17
"315570 RIO PIRACICABA";-;1;13;58;74;16;4;-;1;3;2;1;173
"315580 RIO POMBA";3;18;275;487;203;25;5;1;-;-;-;-;1017
"315590 RIO PRETO";-;1;-;-;1;-;-;-;-;-;-;-;2
"315600 RIO VERMELHO";-;-;1;11;4;-;1;1;-;-;9;35;62
"315610 RITAPOLIS";-;-;4;1;2;-;-;-;-;-;-;-;7
"315620 ROCHEDO DE MINAS";-;-;-;7;5;1;1;-;-;-;-;-;14
"315630 RODEIRO";8;13;26;20;25;4;2;-;1;8;22;10;139
"315640 ROMARIA";-;3;40;42;2;-;-;-;-;-;-;-;87
"315645 ROSARIO DA LIMEIRA";4;7;27;35;4;-;-;-;-;-;-;-;77
"315650 RUBELITA";1;36;25;18;7;6;2;1;-;1;2;4;103
"315660 RUBIM";1;-;-;-;-;-;-;-;-;-;-;-;1
"315670 SABARA";65;230;970;1399;925;174;54;46;42;53;71;184;4213
"315680 SABINOPOLIS";2;23;68;119;88;22;1;1;1;1;2;1;329
"315690 SACRAMENTO";5;13;53;182;124;32;4;2;2;1;14;3;435
"315700 SALINAS";215;584;366;1;-;1;2;1;7;5;3;11;1196
"315710 SALTO DA DIVISA";75;18;2;-;-;1;-;1;-;-;-;-;97
"315720 SANTA BARBARA";8;6;34;56;99;48;12;3;1;28;275;1171;1741
"315725 SANTA BARBARA DO LESTE";2;2;14;19;16;2;-;-;-;-;2;1;58
"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-
"315730 SANTA BARBARA DO TUGURIO";-;-;-;2;10;-;-;-;-;-;-;-;12
"315733 SANTA CRUZ DE MINAS";-;4;10;20;20;8;2;1;1;1;4;42;113
"315737 SANTA CRUZ DE SALINAS";-;-;3;1;1;-;-;-;-;-;-;-;5
"315740 SANTA CRUZ DO ESCALVADO";-;17;48;51;45;4;-;-;-;-;2;-;167
"315750 SANTA EFIGENIA DE MINAS";-;5;42;61;20;2;-;-;-;3;1;4;138
"315760 SANTA FE DE MINAS";8;11;69;73;12;15;-;-;-;-;-;-;188
"315765 SANTA HELENA DE MINAS";1;-;2;2;1;-;2;2;-;-;-;1;11
"315770 SANTA JULIANA";1;16;55;37;35;15;5;2;1;-;9;21;197
"315780 SANTA LUZIA";57;227;1361;1992;1083;337;84;65;37;40;47;153;5483
"315790 SANTA MARGARIDA";-;5;18;37;67;17;1;1;-;-;-;1;147
"315800 SANTA MARIA DE ITABIRA";-;1;1;6;12;6;-;-;-;1;5;65;97
"315810 SANTA MARIA DO SALTO";3;-;-;2;-;-;-;-;-;-;-;-;5
"315820 SANTA MARIA DO SUACUI";2;3;-;-;1;2;-;-;-;-;1;-;9
"315830 SANTANA DA VARGEM";-;1;13;17;25;7;2;-;1;3;-;-;69
"315840 SANTANA DE CATAGUASES";2;2;-;11;6;1;-;-;-;-;-;-;22
"315850 SANTANA DE PIRAPAMA";-;2;3;1;4;-;1;-;-;-;1;1;13
"315860 SANTANA DO DESERTO";-;-;-;11;1;1;-;-;-;-;1;8;22
"315870 SANTANA DO GARAMBEU";-;-;-;-;1;-;-;-;-;-;-;-;1
"315880 SANTANA DO JACARE";1;1;3;24;25;4;-;7;2;10;259;523;859
"315890 SANTANA DO MANHUACU";1;1;5;3;3;5;-;-;-;1;-;3;22
"315895 SANTANA DO PARAISO";115;233;409;500;484;195;68;18;17;25;49;175;2288
"315900 SANTANA DO RIACHO";-;1;5;15;4;3;1;-;1;3;55;72;160
